Wall time,Step,Value
1539605979.864647,0,0.29999998211860657
1539605980.01921,100,0.3699999749660492
1539605980.158212,200,0.8999999761581421
1539605980.298262,300,0.9600000381469727
1539605980.432988,400,0.9700000286102295
1539605980.570384,500,0.9600000381469727
1539605980.706213,600,0.9600000381469727
1539605980.842655,700,0.9600000381469727
1539605980.980901,800,0.9699999690055847
1539605981.11827,900,0.9700000286102295
1539605981.257333,1000,0.9700000286102295
1539605981.392983,1100,0.9700000286102295
1539605981.52582,1200,0.9699999690055847
1539605981.655779,1300,0.9700000286102295
1539605981.787093,1400,0.9699999690055847
1539605981.920538,1500,0.9700000286102295
1539605982.051665,1600,0.9699999690055847
1539605982.180186,1700,0.9700000286102295
1539605982.310633,1800,0.9699999690055847
1539605982.439408,1900,0.9700000286102295
1539605982.574408,2000,0.9700000286102295
1539605982.714366,2100,0.9700000286102295
1539605982.850264,2200,0.9700000286102295
1539605982.98284,2300,0.9700000286102295
1539605983.11306,2400,0.9700000286102295
1539605983.24311,2500,0.9699999690055847
1539605983.374252,2600,0.9700000286102295
1539605983.507884,2700,0.9700000286102295
1539605983.638131,2800,0.9700000286102295
1539605983.767578,2900,0.9700000286102295
